case_group,addr1,addr2,is_match,quality,category,notes
block_postcode,"No. 10 Yard, Chedaogou, Haidian District, 100089 Beijing","No. 8, Fucheng Road, Haidian District, 100089 Beijing",false,STRONG,different_street,Different street names within same district. [us_ofac_cons/us_ofac_cons]
block_postcode,"7 PRESTWICK DRIVE, MONROE, NY 10950","95 SYLVAN TRAIL, MONROE, NY 10950",false,STRONG,different_street,Different street names in same city and zip. [us_sam_exclusions/us_hhs_exclusions]
block_postcode,"541 DIVINE DR, NEW BRIGHTON, MN 55112","580 CLEVELAND AVE SW #3, NEW BRIGHTON, MN 55112",false,STRONG,different_street,Different street names and house numbers in same city. [us_mn_med_exclusions/us_mn_med_exclusions]
block_postcode,"ADANI CORPORATE HOUSE, NEAR VAISHNO DEVI CIRCLE, AHMEDABAD - 382421, GJ","Adani Corporate House, Shantigram, Near Vaishno Devi Circle, S. G. Highway, Khodiyar, AHMEDABAD, GUJARAT, 382421, India",true,STRONG,abbreviation,"Same building name, landmark, city and postal code; B just adds detail. [ext_gleif/permid]"
block_postcode,"5, Roosevelt Str., Crimea, Yalta, 98600","6, STR. MIRA, MASSANDRA, YALTA, 98600",false,STRONG,different_street,Different street names and house numbers within Yalta. [us_ofac_sdn/us_sam_exclusions]
block_postcode,"200 PARK AVENUE, NEW YORK, NY 10166","METLIFE 200 PARK AVENUE NEW YORK,NY NEW YORK,NY 10166 UNITED STATES OF AMERICA",true,STRONG,company_name_extra,Same address; B adds company name and repeats city/country. [ext_gleif/iso9362_bic]
block_postcode,"193 ROUTE 46, BUDD LAKE, 07828","27 FIRETOWER ROAD, BUDD LAKE, NJ 07828",false,STRONG,different_street,Different street names and house numbers in same town. [us_trade_csl/us_nj_med_exclusions]
block_postcode,"5 Korzha St., Soligorsk, 223710 région/oblast de Minsk : BIÉLORUSSIE","BELARUS, 223710 Soligorsk, 5 Korzha St.",true,STRONG,translation,"Same address components, just translated/reordered between languages. [mc_fund_freezes/eu_fsf]"
block_postcode,"175cd Mao Tse Toung Blvd., Phum 5, S.tuol Svay Prey 1, K.chamkar Mon, Phnom Penh 12308",344 MAO TSE TOUNG BOULEVARD FLOOR 1-2 PHNOM PENH 12308 PHNOM PENH CAMBODIA,false,STRONG,house_number_differs,Different building numbers on Mao Tse Toung Blvd (175cd vs 344). [us_ofac_sdn/iso9362_bic]
block_postcode,"48 Komarova St., Pogranichny, 231773 BIÉLORUSSIE","Belarus, 231773 Pogranichny, 48 Komarova St",true,STRONG,translation_country,"Identical street, number, city, postcode; only country name language differs. [mc_fund_freezes/ch_seco_sanctions]"
block_postcode,"8 Marina View, #11-11, Asia Square Tower 1, 018960, Singapore",ASIA SQUARE TOWER 1 FLOOR 15 8 MARINA VIEW SINGAPORE 018960 SINGAPORE,false,MEDIUM,unit_differs,"Different floor/unit numbers within same building, #11-11 vs Floor 15. [permid/iso9362_bic]"
block_postcode,"41 Marietta Street, Atlanta, GA 30303","50 Hurt Plaza, SE, Atlanta, GA 30303",false,STRONG,different_street,"Different street addresses in Atlanta, not indicated as same location. [us_sec_pause/us_sec_pause]"
block_postcode,M. TITA 25 SARAJEVO 71000 SARAJEVO BOSNIA AND HERZEGOVINA,"Skenderpašina No. 20, 71000 Sarajevo, Bosnia and Herzegovina",false,STRONG,different_street,"Different street names, M. Tita vs Skenderpašina. [iso9362_bic/ebrd_ineligible]"
block_postcode,"6555 SIERRA DR, IRVING, TX 75039","6555 Sierra Drive, IRVING, TEXAS, 75039, United States",true,STRONG,abbreviation,"Same address, only abbreviation differences and country added. [ext_gleif/permid]"
block_postcode,21 Sormovskoe Highway Nizhny Novgorod Nizhny Novgorod Oblast 603052 Russia,"Sormovskoye road, 21, Nizhny Novgorod, Russian Federation, 603052",true,STRONG,translation_transliteration,"Same street name, house number, city, and postcode. [au_dfat_sanctions/ch_seco_sanctions]"
block_postcode,"33 Shuige Road, Jiangning Economic Development Zone, 211106 Nanjing","No. 199 General Avenue, Jiangning Economic and Technological Development Zone, NANJING, JIANGSU, 211106, China (Mainland)",false,MEDIUM,different_street,Different street names (Shuige Road vs General Avenue) in same district. [us_trade_csl/permid]
block_postcode,"117 West 79th Street, New York, NY 10024","255 W 85TH STREET, APT. 5B, NEW YORK, NY 10024",false,STRONG,different_street,"Different street addresses, 79th vs 85th Street. [us_sec_pause/us_nj_med_exclusions]"
block_postcode,5 RUE JEAN MONNET LUXEMBOURG 2180 LUXEMBOURG,"8-10 Rue Jean Monnet, 2180 Luxembourg",false,MEDIUM,house_number_differs,Same street and postcode but different house numbers (5 vs 8-10). [iso9362_bic/ext_gleif]
block_postcode,"419-201, Tongyi Lu, Huancui Qu, 264200 Weihai, China","419-201, Tongyi Lu, Huancui Qu, Weihai, Shandong, 264200, Çin",true,STRONG,translation_cjk,"Same address, B adds province and Turkish country name. [ch_seco_sanctions/tr_fcib]"
block_postcode,"102 GILLIFLOWER AVE, LAS VEGAS, NV 89183","566 LEAP FROG AVENUE, LAS VEGAS, NV 89183",false,STRONG,different_street,Different street names in same city and zip. [us_sam_exclusions/us_hhs_exclusions]
block_postcode,"155 Keating Road , Batesville, MS 38606","P O BOX 755, BATESVILLE, MS 38606",false,MEDIUM,different_street,"Street address versus PO Box, likely different specific locations. [us_ms_med_exclusions/us_hhs_exclusions]"
block_postcode,"141 Main Street, Spencer, WV 25276","146 Williams Drive, Spencer, WV 25276",false,STRONG,different_street,Different street names and house numbers within same city. [us_wv_med_exclusions/us_wv_med_exclusions]
block_postcode,"850 BURTON ROAD FLOOR 201 DOVER,DE 19904 UNITED STATES OF AMERICA","C/O COGENCY GLOBAL INC., 850 NEW BURTON ROAD SUITE 201, DOVER, DE 19904",true,MEDIUM,abbreviation,Same address/suite/zip; 'Burton Road' vs 'New Burton Road' likely same street. [iso9362_bic/ext_gleif]
block_postcode,"5, pr. I. Yakovleva, Cheboksary, Russia, 428020","Prospekt I.Ya.Yakovleva d. 1, Cheboksary, 428020",false,STRONG,house_number_differs,"Same street but different building numbers, 5 vs 1. [gb_fcdo_sanctions/us_ofac_sdn]"
block_postcode,"68, AVENUE DE LA LIBERTÉ, L-1930 LUXEMBOURG",8 AVENUE DE LA LIBERTE LUXEMBOURG 1930 LUXEMBOURG,false,STRONG,house_number_differs,House number 68 vs 8 on same avenue. [ext_gleif/iso9362_bic]
block_postcode,"D. 50 POM. 6, UL. SOVETSKAYA, MYSKI, 652840","Ul Sovetskaya, Zd. 50, Pomeshch. 1 1, MYSKI, KEMEROVSKAYA OBLAST, 652840, Russia",false,MEDIUM,unit_differs,Same building number 50 but different room/pomeshch numbers (6 vs 1 1). [us_sam_exclusions/permid]
block_postcode,"220013 Minsk, D. 8, kom. 201, Nezhiloe pomeshchenie, ul. P. Brovki","220013 Minsk, P. Brovki Str. 8",true,WEAK,subset,"Same building at ul. P. Brovki 8, B omits room detail. [us_ofac_sdn/us_ofac_sdn]"
block_postcode,"157 Hicks Street Fayette, MS 39069","430 OLD HARRISON ROAD, FAYETTE, MS 39069",false,STRONG,different_street,Different street names and house numbers in same city. [us_ms_med_exclusions/us_hhs_exclusions]
block_postcode,"323 West Wilson Avenue #102, Glendale, CA 91203","417 Arden Avenue, Ste 115, Glendale, CA 91203",false,STRONG,different_street,Different street names and numbers in Glendale. [us_ca_med_exclusions/us_ca_med_exclusions]
block_postcode,"6555 Sierra Drive, IRVING, TEXAS, 75039, United States","6555 Sierra Drive, Irving, TX 75039",true,STRONG,abbreviation,Same address; TX/Texas abbreviation and country omission only differences. [permid/ext_gleif]
block_postcode,"10 BOBWHITE LANE, CAPE MAY COURT, NJ 08210","CAPE MAY COURT HOUSE, NJ 08210",true,WEAK,subset,B omits street address but matches city/state/zip of A. [us_nj_med_exclusions/us_sam_exclusions]
block_postcode,"Pr-kt novoyasenevskii, d. 32, k. 1, pomeshch 1/1 Moscow 117463 Russia","Prospekt Novoyasenevskii, d. 23, k. 1, Moscow, Russia, 117463",false,STRONG,house_number_differs,House numbers differ: 32 vs 23 on same street. [au_dfat_sanctions/gb_fcdo_sanctions]
block_postcode,"4201 Long Beach Blvd, Long Beach, CA 90807","4201 Torrance Blvd., Suite 530, Torrance, CA, 90503",false,STRONG,different_street,Different streets and cities: Long Beach Blvd vs Torrance Blvd. [us_ca_med_exclusions/us_ca_med_exclusions]
block_postcode,"Ul. Promyslovaya, 47, VOLGOGRAD, VOLGOGRADSKAYA OBLAST, 400057, Russia","Ul. Promyslovaya, D. 47, Volgograd, 400057",true,STRONG,abbreviation,"Same street, house number 47, city, postcode; region name omitted in B. [permid/us_ofac_sdn]"
block_postcode,"485 AVALON DRIVE, SAN FRANCISCO, CA 94080","635 Orchid Dr., South San Francisco, CA 94080",false,STRONG,different_street,"Different street names and house numbers, different city (SF vs South SF). [us_hhs_exclusions/us_sam_exclusions]"
block_postcode,2 RUE GAUTHIER DE CHATILLON LILLE 59000 FRANCE,68 Rue Jules Guesde Lille 59000 France,false,STRONG,different_street,Different street names within same city. [iso9362_bic/tw_shtc]
block_postcode,"624 N 300 W, SALT LAKE CITY, UT 84103","78 O STREET, SALT LAKE CITY, UT 84103",false,STRONG,different_street,Different street names in the same city and zip. [us_sam_exclusions/us_hhs_exclusions]
block_postcode,"Office No 35, Third Floor, Farhan Arcade, G-11 Markaz Islamabad 44000 PK","Office Number 7, Islam Plaza, G-9 Markaz Islamabad 44000 PK",false,STRONG,different_street,Different buildings and markaz sectors (G-11 vs G-9) in Islamabad. [tw_shtc/tw_shtc]
block_postcode,"440 SOUTH LASALLE STREET CHICAGO,IL CHICAGO,IL 60605 UNITED STATES OF AMERICA","440 South LaSalle Street, Suite 650, Chicago, IL 60605",true,WEAK,subset,"B adds suite number not present in A, otherwise same address. [iso9362_bic/us_sec_pause]"
block_postcode,"137 SOUTHWEST CARTER AVENUE, PORT ST. LUCIE, FL, US, 34983","550 NW LINCOLN AVE, PORT ST LUCIE, FL 34983",false,STRONG,different_street,Different street names in same city/zip. [us_bis_denied/us_hhs_exclusions]
block_postcode,"Garshina St., 26/1, Tomilino Village, Russian Federation, 140070","Ul. Garshina D. 26/3, Lyubertsy, Tomilino, 140070",false,MEDIUM,house_number_differs,Building 26/1 vs 26/3 differ despite same street and postcode. [ch_seco_sanctions/us_ofac_sdn]
block_postcode,"Pr-Kt Zelenyi 20, Et 12 Pom I kom 4, Moscow, 111397","Pr-kt Zelenyi D. 20, Pomeshch. 29N/9, Moscow, 111397",false,MEDIUM,unit_differs,Same building but different room/unit numbers specified (kom 4 vs 29N/9). [us_ofac_sdn/us_ofac_sdn]
block_postcode,"Unit 27610-001, Building A1, IFZA Business Park, DDP, Dubai Silicon Oasis, Dubai","United Arab Emirates (Unit 27610-001, Building A1, IFZA Business Park, Dubai Silicon Oasis, Dubai) / Liberia (80 Broad Street, Monrovia)",true,WEAK,subset,A matches one of B's two listed addresses exactly; B adds an unrelated Liberia location. [us_ofac_sdn/ua_war_sanctions]
block_postcode,16 RUE EDWARD STEICHEN FLOOR 2 LUXEMBOURG 2540 LUXEMBOURG,"rue Edward Steichen 15, 2540 LUXEMBOURG",false,STRONG,house_number_differs,Street numbers differ: 16 vs 15. [iso9362_bic/us_sam_exclusions]
block_postcode,"11 Dzerzhinsky Street, Serpukhov, Moscow Oblast, 142205, Russia","ulitsa Dzerzhinskogo, 11, SERPUKHOV, MOSCOW, 142205, Russia",true,STRONG,translit_cyrillic,"Same street name, number, city, and postcode, just transliterated. [au_dfat_sanctions/permid]"
block_postcode,"650 Gilman Ave., San Francisco, CA, 94124","894 Innes Ave., San Francisco, CA 94124",false,STRONG,different_street,"Different street names, Gilman Ave vs Innes Ave. [us_ca_med_exclusions/us_sam_exclusions]"
block_postcode,"10, Boulevard Joseph II, L-1840 Luxembourg",17-21 BOULEVARD JOSEPH II LUXEMBOURG 1840 LUXEMBOURG,false,MEDIUM,house_number_differs,Different building numbers on same street: 10 vs 17-21. [ext_gleif/iso9362_bic]
block_postcode,16 A JALAN TEBET TIMUR RAYA JAKARTA 12820 INDONESIA,"PPA Consultants, Jl. Tebet Timur Raya 56-57, Jakarta Selatan 12820, Indonesia",false,STRONG,house_number_differs,Same street and city but different house numbers (16A vs 56-57). [iso9362_bic/ebrd_ineligible]
block_postcode,"115 BRUSHY CREEK ROAD, EASLEY, SC 29642","502 WEXFORD WAY, EASLEY, SC 29642",false,STRONG,different_street,Different street names and house numbers in same city. [us_sam_exclusions/us_hhs_exclusions]
block_postcode,"79/2 Tuzla, 34940, Istanbul : TURQUIE","Sehidler Caddesi, No 79/2, Tuzla, 34940 Istanbul, Turkey",true,WEAK,subset,"B adds street name absent in A, otherwise same house number and city. [mc_fund_freezes/gb_fcdo_sanctions]"
block_postcode,"413119, Saratov region, Engels district, Privolzhsky settlement, Engels-19",Engels-19 Saratov Region 413119 Russia,true,WEAK,subset,Same location; B omits district/settlement detail but no conflict. [ua_war_sanctions/tw_shtc]
block_postcode,"118 West Edgevale Road, Baltimore MD 21225","161 Reedbird Avenue, Baltimore MD 21225",false,STRONG,different_street,Different street names and house numbers in same city/zip. [us_md_med_exclusions/us_md_med_exclusions]
block_postcode,"14a, ul. Vnutriportovaya. Vrangel-1, Nakhodka, 692941","33a Vnutriportovaya Street Vrangel Neighbourhood, Nakhodka, Russia, 692941",false,STRONG,house_number_differs,House numbers differ: 14a vs 33a on same street. [us_ofac_sdn/gb_coh_disqualified]
block_postcode,"P.O. Box 89195/878, Yazd, Iran","Postal Box 89195/878, Yazd, Iran (Islamic Republic of)",true,STRONG,abbreviation,"Same PO box number and city, just different phrasing. [ch_seco_sanctions/au_dfat_sanctions]"
block_postcode,"P.O. Box 16111, Ras Al Khaimah",P.O. Box 16111 Ras al Khaimah Trade Zone United Arab Emirates,true,MEDIUM,po_box,"Same PO Box number and city, additional trade zone/country detail. [us_ofac_sdn/tw_shtc]"
block_postcode,"8, Prajay Medows, Rd. No. 12, Banjara Hills, HYDERABAD, TELANGANA, 500034, India","H.No.8-2-269/5/29, Sagar Society, Road No.2, Banjara Hills, Hyderabad. 500034",false,STRONG,different_street,Different building/road numbers and society names within Banjara Hills. [permid/in_sansad]
block_postcode,"1059, 50 Chulman, Naberezhnye Chelny, 423831, Naberezhnye Chelny, Russian Federation","G Naberezhnyye Chelny, Pr-Kt Chulman, D. 50, Pomeshch. 1059, G.O. Gorod Naberezhnyye Chelny, NABEREZHNYE CHELNY, RESPUBLIKA TATARSTAN, 423831, Russia",true,STRONG,translit_cyrillic,"Same street, house number 50, room/premises 1059, city and postcode match. [ch_seco_sanctions/permid]"
block_postcode,"131 JACKSON STREET, BATESVILLE, MS 38606","303 Medical Center Drive Batesville, MS 38606",false,STRONG,different_street,Different street addresses in same city. [us_hhs_exclusions/us_ms_med_exclusions]
block_postcode,"A-44, Kailash Colony, New Delhi. 110048","S-481 GREATER KAILASH-II, NEW DELHI, SOUTH DELHI, 110048 -, India",false,STRONG,different_street,Different building/colony designations: Kailash Colony vs Greater Kailash-II. [in_sansad/worldbank_debarred]
block_postcode,"Patsaeva Ave., 7 building 1, office 28/1, Dolgoprudny city, Russian Federation, 141707","Pr-Kt Patsaeva, d. 7, k. 1, office 28/1, Dolgoprudnyy, 141707",true,STRONG,translit_cyrillic,"Same street, building, unit, city, postcode; just transliterated abbreviations. [ch_seco_sanctions/us_ofac_sdn]"
block_postcode,"132 VANCE STREET, BATESVILLE, MS 38606","303 Medical Center Drive Batesville, MS 38606",false,STRONG,different_street,Different street addresses in same city and zip. [us_hhs_exclusions/us_ms_med_exclusions]
block_postcode,"5 Zavodskaya St., Sverdlovsk Region, Russia, 623405",ul. Zavodskaya 5 Kamensk-Uralski 623405 Russia,true,WEAK,subset,"Same street, house number, and postal code; B adds city name. [gb_fcdo_sanctions/tw_shtc]"
block_postcode,"Shanghai Road, South District, Qinghu Economic Development Zone, Wujiaqu City, Xinjiang 3440 No. Xiyu International Agricultural Products Trading Center 1 building 6-626","Wujiaqu City, Xinjiang 101 group 1Lianhai Road 3440 No. Xinjiang Western Regions International Agricultural Products Trading Center No. 3324 building 1 layer",false,MEDIUM,different_street,Different street names (Shanghai Road vs Lianhai Road) and different unit numbers. [shu_uyghur_companies/shu_uyghur_companies]
block_postcode,"172 ORIENT STREET, APT 2, BAYONNE, NJ 07002","22 E 4TH STREET, BAYONNE, NJ 07002",false,STRONG,different_street,Different street names and numbers in Bayonne. [us_nj_med_exclusions/us_sam_exclusions]
block_postcode,"Tehran, North Kargar Street, P.O. Box 14155-1339","Tehran, P.O. Box 14155-1339",true,WEAK,subset,"Same city and P.O. Box, A adds street detail consistent with B. [us_ofac_sdn/us_ofac_sdn]"
block_postcode,"Harju maakond, Lasnamae linnaosa, Peterburi tee 47, 11415 Tallinn, Estonia","Peterburi Tee 47-210, Tallinn, 11415",true,WEAK,subset,B specifies unit 210 at same building; A omits unit. [gb_fcdo_sanctions/us_trade_csl]
block_postcode,"18,OBALA KULINA BANA SARAJEVO 71000 BOSNIA AND HERZEGOVINA","Skenderpašina No. 33, 71000 Sarajevo, Bosnia and Herzegovina",false,STRONG,different_street,Different street names in Sarajevo: Obala Kulina Bana vs Skenderpašina. [iso9362_bic/ebrd_ineligible]
block_postcode,"4 Golodskoy Val, Minsk, 220030, Belarus","Revolucyonnaya str. 17, Minsk, 220030, Belarus",false,STRONG,different_street,Different street names in Minsk despite same postal code. [jp_meti_ru/jp_mof_sanctions]
block_postcode,"Los Conquistadores 1730 - 1001 - 10th floor, 7520258 Santiago","Los Conquistadores 1730 Piso 10, PROVIDENCIA, SANTIAGO, Chile",true,WEAK,subset,"Same street address and floor, minor formatting differences. [ext_gleif/permid]"
block_postcode,"5, ALLÉE SCHEFFER, L-2520 LUXEMBOURG","C/O AMUNDI LUXEMBOURG S.A, 5 ALLEE SCHEFFER, L-2520 LUXEMBOURG",true,WEAK,subset,Same street address and postal code; B just adds a c/o name. [ext_gleif/ext_gleif]
block_postcode,2 QUAI KLEBER STRASBOURG 67000 FRANCE,"34 Rue Du Wacken 67000, Strasbourg, France",false,STRONG,different_street,Different streets in Strasbourg: Quai Kleber vs Rue Du Wacken. [iso9362_bic/ext_gb_coh_psc]
block_postcode,Salke Lagumdzije 12 Sarajevo 71000 Bosnia and Herzegovina,"Skenderpašina No. 33, 71000 Sarajevo, Bosnia and Herzegovina",false,STRONG,different_street,Different street names in Sarajevo: Salke Lagumdzije vs Skenderpašina. [tw_shtc/ebrd_ineligible]
block_postcode,"335 Malaga Drive Santa Barbara, CA 93108","681 Circle Drive, Santa Barbara, CA 93108",false,STRONG,different_street,Different street names and house numbers within same city. [us_ca_med_exclusions/us_ca_med_exclusions]
block_postcode,"109 SERENOA DR, BRUNSWICK, GA 31523","163 Finch Street, Brunswick, GA 31523",false,STRONG,different_street,Different street names in same city/zip. [us_hhs_exclusions/us_sam_exclusions]
block_postcode,"7th Floor, Menara Multi-Purpose Capital Square, 8 Jalan Munshi Abdullah 50100 Kuala Lumpur, Malaysia",MENARA MULTI-PURPOSE 8 JALAN MUNSHI ABDULLAH CAPITAL SQ KUALA LUMPUR 50100 MALAYSIA,true,WEAK,subset,"Same building, street, city, postcode; floor detail omitted in B. [my_investor_alert_list/iso9362_bic]"
block_postcode,"Adani Corporate House, Shantigram, Near Vaishno Devi Circle, S. G. Highway, Khodiyar, AHMEDABAD, GUJARAT, 382421, India","ADANI CORPORATE HOUSE, SHANTIGRAM, NR VAISHNO DEVI CIRCLE, AHMEDABAD - 382421, GJ",true,STRONG,abbreviation,"Same building name, city, and postal code; B omits extra street details. [permid/ext_gleif]"
block_postcode,"140070, Fédération de Russie, région de Moscou, district de Lyubertsy, village de Tomilino, Garshina St., 26/1","Ul. Garshina D. 26/3, Lyubertsy, Tomilino 140070, Russian Federation",false,STRONG,house_number_differs,Same street but building 26/1 vs 26/3. [mc_fund_freezes/jp_mof_sanctions]
block_postcode,"Administrativnoe Zdanie, d. Spas-Teshilovo, Serpukhov, 142260","D. 3, D. SPAS-TESHILOVO, SERPUKHOV, 142260",true,WEAK,subset,Same village and city; A omits building number that B specifies. [us_ofac_sdn/us_sam_exclusions]
block_postcode,"Pr-kt Druzhby D. 55, Novokuznetsk, 654000","PR-T Stroitelei D. 57, Novokuznetsk, 654000",false,STRONG,different_street,Different street names (Druzhby vs Stroitelei) despite same city and postal code. [us_ofac_sdn/us_ofac_sdn]
block_postcode,"14/305 Rama Ii Rd, Khwaeng Bang Mot, Khet Chom Thong, Krung Thep Maha Nakhon Bangkok, Thailand, 10150","No 305 Ramą 2 Alley, 38 Alley, Bang Mot Sub-district, Chom Thong District, 10150 Bangkok, Thailand",true,WEAK,translit_cyrillic,"Same street number, sub-district, district, and postcode in Bangkok. [gb_coh_disqualified/eu_journal_sanctions]"
block_postcode,"150 Broadhollow Rd, Suite PH 02, Melville, NY 11747","58 S. Service Rd., Suite 150, Melville, NY 11747",false,STRONG,different_street,Different street addresses and suite numbers in Melville. [us_sec_pause/us_sam_exclusions]
block_postcode,"Americká 197/41, Vinohrady, 12000 Praha 2","Mánesova 989/32, Vinohrady, 12000 Praha 2",false,STRONG,different_street,"Different street names, Americká vs Mánesova, in same district. [ext_cz_business_register/ext_cz_business_register]"
block_postcode,"Room 807, Building 125, Baishilong Area 1, Baishilong Community, Minzhi Subdistrict, Longhua District, 518131 Shenzhen, China","Room 807, Building 125, Baishilong Area 1, Baishilong Community, Minzhi Subdistrict, Longhua District, Shenzhen, Guangdong, 518131, People’s Republic of China",true,STRONG,punctuation_only,Identical address; B adds province and country name only. [ch_seco_sanctions/eu_journal_sanctions]
block_postcode,"14-05 Royal Group Building, 3 Phillip Street, 048693, Singapore",ROYAL GROUP BUILDING 01-03 3 PHILLIP STREET SINGAPORE SINGAPORE 048693 SINGAPORE,true,WEAK,subset,Same building/address but different unit numbers (14-05 vs 01-03). [ua_war_sanctions/iso9362_bic]
block_postcode,"306 East McNeil St., Magnolia, AR 71753","517 N JACKSON, MAGNOLIA, AR 71753",false,STRONG,different_street,Different street names and house numbers in same city. [us_sam_exclusions/us_hhs_exclusions]
block_postcode,16 A JALAN TEBET TIMUR RAYA JAKARTA 12820 INDONESIA,"PPA Consultants, Jl. Tebet Timur Raya 56-57, Jakarta Selatan 12820, INDONESIA",false,STRONG,house_number_differs,Same street and postcode but different house numbers (16A vs 56-57). [iso9362_bic/adb_sanctions]
block_postcode,"P.O. Box 14155-1339, Tehran, Iran",PO BOX 14155-4618 Tehran Iran,false,STRONG,unit_differs,Different PO Box numbers in same city. [ch_seco_sanctions/tw_shtc]
block_postcode,"Branch Office 1: i) Shop number 1584, Furqan (variant Fahr Khan) Center, Chalhor Mal Road, Quetta, Pakistan","Shop number 1584, Furqan (variant Fahr Khan) Center, Chalhor Mal Road,Quetta, Baluchistan Province, Pakistan",true,STRONG,punctuation_only,"Same shop, center, road, city; B adds province name only. [ch_seco_sanctions/za_fic_sanctions]"
block_postcode,"Fédération de Russie, 603052, Nizhny Novgorod region, Nizhny Novgorod, Sormovskoe highway, no. 21","Sormovskoye road, 21, Nizhny Novgorod, RUSSIAN FEDERATION, 603052",true,STRONG,translation_cjk,"Same street, number, city, postcode; only language differs. [fr_tresor_gels_avoir/eu_fsf]"
block_postcode,22 Mensija Road San Gwann SGN 1432 Malta,"22 Mensija Street, San Gwann, SGN 1432",true,MEDIUM,translation,"Road/Street synonyms; same house number, town, postal code. [tw_shtc/us_ofac_sdn]"
block_postcode,"E-70 1st Floor Greater Kailash Part II, New Delhi - 110048","S-439, Greater Kailash Part II, New Delhi - 110048",false,STRONG,house_number_differs,Different plot numbers (E-70 vs S-439) in same locality. [us_ofac_sdn/us_ofac_sdn]
block_postcode,"518 - 8TH AVE, SALT LAKE CITY, UT 84103","624 N 300 W, SALT LAKE CITY, UT 84103",false,STRONG,different_street,Different street names and house numbers in same city/zip. [us_hhs_exclusions/us_sam_exclusions]
block_postcode,"10, Boulevard Joseph II, LUXEMBOURG, 1840, Luxembourg",40 BOULEVARD JOSEPH II LUXEMBOURG 1840 LUXEMBOURG,false,STRONG,house_number_differs,Building number 10 vs 40 on same street. [permid/iso9362_bic]
block_postcode,"PETERBURI TEE 47-210, 11415 TALLINN",PETERBURI TEE 72 TALLINN 11415 ESTONIA,false,STRONG,house_number_differs,Different building numbers on Peterburi tee (47 vs 72). [us_trade_csl/iso9362_bic]
block_postcode,"Calzada de los Fresnos, No. 70 A, Desp. 101, Col. Ciudad Granja, 45010 Zapopan, Jalisco","Calzada Fresnos No 70-A, Int. 102, 45010 Zapopan, Jalisco",false,STRONG,unit_differs,Same building but different interior/unit numbers (101 vs 102). [us_ofac_sdn/us_sam_exclusions]
block_postcode,"No. 10 Chedaogou, Haidian District, BEIJING, BEIJING, 100089, China (Mainland)","NO. 8, FUCHENG ROAD, HAIDIAN DISTRICT, 100089 BEIJING",false,STRONG,different_street,Different street names/numbers: Chedaogou vs Fucheng Road. [permid/us_sam_exclusions]
block_postcode,"300 FRANK H OGAWA PLAZA, OAKLAND, CA 94612","350 FRANK H. OGAWA PLAZA FLOOR 10 OAKLAND,CA 94612 UNITED STATES OF AMERICA",false,STRONG,house_number_differs,Different building numbers (300 vs 350) on same plaza. [us_hhs_exclusions/iso9362_bic]
block_postcode,"4806-I Proezd Zelenograd, 4 St, Moscow","Dom 4, Stroennie 3, Proezd 4806, Zelenograd, Russia 124460",true,WEAK,subset,"B adds building/structure detail (Stroenie 3) not present in A, otherwise consistent. [us_ofac_sdn/us_trade_csl]"
block_postcode,"3O-01-3099 Jewellery & Gemplex 3, Dubai",3O-01-3099 Jewellery & Gemplex 3 Dubai United Arab Emirates,true,STRONG,punctuation_only,"Identical address, B adds country name only. [us_ofac_sdn/tw_shtc]"
block_postcode,"33 Walbert Lane, Ladera Ranch, CA, 92694","6 Adele Street, Ladera Ranch, CA, 92694",false,STRONG,different_street,Different street names and house numbers within same city. [us_ca_med_exclusions/us_ca_med_exclusions]
block_postcode,"605 6TH ST SW, APT 3, MINOT, ND 58701","611 7th St SW Minot, ND 58701",false,STRONG,different_street,Different street numbers and street names entirely. [us_hhs_exclusions/us_nd_med_exclusions]
block_postcode,"10, Boulevard Joseph II, L-1840 Luxembourg",37 BOULEVARD JOSEPH II LUXEMBOURG 1840 LUXEMBOURG,false,MEDIUM,house_number_differs,Different building numbers on same street: 10 vs 37. [ext_gleif/iso9362_bic]
block_postcode,"West Tarim Avenue, Alar City, Xinjiang 1059 No. (in the office building of Alar Farm)","West Tarim Avenue, Alar City, Xinjiang 1059 Number",true,STRONG,translation_cjk,Same address; B omits extra descriptive office building note. [shu_uyghur_companies/shu_uyghur_companies]
block_postcode,"Belarus, 220013 Minsk, Belarus Segodnya, 10a Khmelnitskogo St","BELARUS, 220013 Minsk, ul. Kulman 2",false,STRONG,different_street,"Different street names, Khmelnitskogo vs Kulman. [gb_fcdo_sanctions/eu_fsf]"
block_postcode,"156 N. Livingston Avenue, Livingston, NJ 07039","25 WINGED FOOT DR, LIVINGSTON, NJ 07039",false,STRONG,different_street,Different street names in same city and zip code. [us_sam_exclusions/us_hhs_exclusions]
block_postcode,"389 Willoughby Avenue, Brooklyn, NY 11205","62 FLUSHING AVE, BROOKLYN, NY 11205",false,STRONG,different_street,Different street names and numbers in same city/zip. [us_sam_exclusions/us_hhs_exclusions]
block_postcode,"270 Peachtree Street, Atlanta, GA 30303","98 BROAD ST SW, ATLANTA, GA 30303",false,STRONG,different_street,Different street names in Atlanta. [us_sec_pause/us_sam_exclusions]
block_postcode,"3334 WALNUT BEND LANE, HOUSTON, 77042","INC.), 3334 WALNUT BEND LANE, HOUSTON, TX, US, 77042",true,STRONG,punctuation_only,Same address; B just adds stray company text and state/country. [us_trade_csl/us_bis_denied]
